#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
T3_FOM_000000000001	8.4782	1213	0.0000	100.0000	1213	49	54	0.4042	8	3.43
T3_FOM_000000000002	12.7282	1137	0.0000	100.0000	1137	71	74	0.2962	12	6.66
T3_FOM_000000000003	13.7618	1037	0.0000	99.9036	1036	65	78	0.3308	10	11.68
T3_FOM_000000000004	9.8525	1492	0.0000	100.0000	1492	74	73	0.3480	10	3.49
T3_FOM_000000000005	10.0742	1618	0.0000	99.2583	1606	82	81	0.3297	10	3.54
T3_FOM_000000000006	10.0861	1289	0.0000	99.9224	1288	62	68	0.3422	9	5.65
T3_FOM_000000000007	7.0828	1607	0.0000	100.0000	1607	55	59	0.2782	7	2.39
T3_FOM_000000000008	10.4474	2206	0.0000	99.6374	2198	121	110	0.2900	10	4.31
T3_FOM_000000000009	5.8950	1476	0.0000	99.3225	1466	42	45	0.4190	6	2.18
T3_FOM_000000000010	8.1898	1270	0.0000	99.2913	1261	54	50	0.3587	8	3.91
T3_FOM_000000000011	8.7669	2076	0.0000	100.0000	2076	91	91	0.3471	8	3.35
T3_FOM_000000000012	7.3266	1035	0.0000	100.0000	1035	38	38	0.3225	8	3.57
T3_FOM_000000000013	9.9423	1179	0.0000	99.5759	1174	64	53	0.2530	9	4.64
T3_FOM_000000000014	25.6553	1442	0.0000	99.9307	1441	189	181	0.3937	17	21.53
T3_FOM_000000000015	8.4047	1416	0.0000	98.2345	1391	62	57	0.3201	8	3.78
T3_FOM_000000000016	11.4438	1985	0.0000	97.9345	1944	104	123	0.3019	10	5.66
T3_FOM_000000000017	9.4816	1740	0.0000	100.0000	1740	85	80	0.3388	9	3.71
T3_FOM_000000000018	9.3922	1104	0.0000	100.0000	1104	44	60	0.3689	9	2.93
T3_FOM_000000000019	5.5666	1006	0.0000	100.0000	1006	28	28	0.3230	6	1.84
T3_FOM_000000000020	8.7551	1621	0.0000	99.8766	1619	76	66	0.3263	8	3.61
T3_FOM_000000000021	9.2568	1102	0.0000	97.2777	1072	49	53	0.3388	10	4.96
T3_FOM_000000000022	15.8757	1327	0.0000	99.9246	1326	102	109	0.3888	15	8.15
T3_FOM_000000000023	10.9963	2144	0.0000	99.1138	2125	123	113	0.3773	10	4.43
T3_FOM_000000000024	13.1450	1704	0.0000	100.0000	1704	114	110	0.3487	11	9.25
T3_FOM_000000000025	10.2967	2177	0.0000	99.9541	2176	109	115	0.3644	8	6.55
T3_FOM_000000000026	5.6756	1233	0.0000	98.1346	1210	33	37	0.3214	5	2.64
T3_FOM_000000000027	9.6140	2163	0.0000	100.0000	2163	104	104	0.3750	9	4.30
T3_FOM_000000000028	8.3184	4915	0.0000	100.0000	4915	205	204	0.3367	8	2.97
T3_FOM_000000000029	32.1274	1091	0.0000	100.0000	1091	179	172	0.5447	25	24.48
T3_FOM_000000000030	4.5068	1174	0.0000	98.8075	1160	28	25	0.2304	5	1.75
T3_FOM_000000000031	8.3740	1492	0.0000	100.0000	1492	60	65	0.4202	8	3.41
T3_FOM_000000000032	10.8280	1965	0.0000	99.9491	1964	116	97	0.3416	9	8.41
T3_FOM_000000000033	18.9855	2483	0.0000	100.0000	2483	250	222	0.3334	8	26.81
T3_FOM_000000000034	17.7974	1550	0.0000	99.9355	1549	152	124	0.3610	11	14.48
T3_FOM_000000000035	10.9250	3749	0.0000	100.0000	3749	204	206	0.3637	10	4.99
T3_FOM_000000000036	9.6227	1487	0.0000	99.1930	1475	78	65	0.2872	9	4.31
T3_FOM_000000000037	8.0130	1460	0.0000	99.9315	1459	57	60	0.2564	7	3.47
T3_FOM_000000000038	8.2933	2182	0.0000	97.9377	2137	93	88	0.3681	9	3.21
T3_FOM_000000000039	8.8365	3028	0.0000	99.9339	3026	134	134	0.3263	8	3.16
T3_FOM_000000000040	10.0053	4327	0.0000	100.0000	4327	218	215	0.3344	10	3.66
T3_FOM_000000000041	83.3707	1114	0.0000	100.0000	1114	482	448	0.4288	80	27.38
T3_FOM_000000000042	14.2129	1898	0.0000	100.0000	1898	125	145	0.3469	9	15.25
T3_FOM_000000000043	9.6095	1488	0.0000	100.0000	1488	75	68	0.3581	9	5.09
T3_FOM_000000000044	10.2943	3079	0.0000	98.6034	3036	163	154	0.3491	10	3.44
T3_FOM_000000000045	9.1657	2040	0.0000	99.7059	2034	94	93	0.3429	9	3.16
T3_FOM_000000000046	8.2822	1389	0.0000	100.0000	1389	60	55	0.3683	8	3.16
T3_FOM_000000000047	7.9366	2556	0.0000	100.0000	2556	101	102	0.3586	8	2.76
T3_FOM_000000000048	4.6424	1594	0.0000	99.3099	1583	38	36	0.3359	4	2.04
T3_FOM_000000000049	8.4494	2708	0.0000	100.0000	2708	115	114	0.3022	8	3.18
T3_FOM_000000000050	9.6070	2435	0.0000	98.6037	2401	111	123	0.2955	9	4.83
T3_FOM_000000000051	27.6488	1099	0.0000	99.9090	1098	153	151	0.3310	23	19.45
T3_FOM_000000000052	10.6798	2951	0.0000	100.0000	2951	150	165	0.3848	10	6.57
T3_FOM_000000000053	9.4027	2404	0.0000	98.6689	2372	112	114	0.4102	9	4.33
T3_FOM_000000000054	4.8314	1014	0.0000	100.0000	1014	24	25	0.2461	5	2.01
T3_FOM_000000000055	18.3783	3561	0.0000	99.9719	3560	324	331	0.3491	15	9.85
T3_FOM_000000000056	8.8948	2461	0.0000	99.3905	2446	110	109	0.3055	9	3.52
T3_FOM_000000000057	9.3482	2685	0.0000	99.2551	2665	127	124	0.3775	9	3.64
T3_FOM_000000000058	11.3964	1183	0.0000	100.0000	1183	62	73	0.3487	11	4.90
