locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANT_1_00001	gene	492				
ANT_1_00001	CDS	492				hypothetical protein
ANT_1_00002	gene	366				
ANT_1_00002	CDS	366				hypothetical protein
ANT_1_00003	gene	1032	idnD			
ANT_1_00003	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
ANT_1_00004	gene	765	idnO			
ANT_1_00004	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
ANT_1_00005	gene	1320	idnT			
ANT_1_00005	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
ANT_1_00006	gene	996	gntR_1			
ANT_1_00006	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
ANT_1_00007	gene	627	can_1			
ANT_1_00007	CDS	627	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
ANT_1_00008	gene	1485	dauA			
ANT_1_00008	CDS	1485	dauA		COG0659	C4-dicarboxylic acid transporter DauA
ANT_1_00009	gene	615				
ANT_1_00009	CDS	615				hypothetical protein
ANT_1_00010	gene	192				
ANT_1_00010	CDS	192				hypothetical protein
ANT_1_00011	gene	204				
ANT_1_00011	CDS	204				hypothetical protein
ANT_1_00012	gene	510				
ANT_1_00012	CDS	510				hypothetical protein
ANT_1_00013	gene	504				
ANT_1_00013	CDS	504				hypothetical protein
ANT_1_00014	gene	465				
ANT_1_00014	CDS	465				hypothetical protein
ANT_1_00015	gene	591				
ANT_1_00015	CDS	591				hypothetical protein
ANT_1_00016	gene	351				
ANT_1_00016	CDS	351				hypothetical protein
ANT_1_00017	gene	909				
ANT_1_00017	CDS	909				hypothetical protein
ANT_1_00018	gene	609				
ANT_1_00018	CDS	609				hypothetical protein
ANT_1_00019	gene	1137				
ANT_1_00019	CDS	1137				hypothetical protein
ANT_1_00020	gene	444				
ANT_1_00020	CDS	444				hypothetical protein
ANT_1_00021	gene	618				
ANT_1_00021	CDS	618				hypothetical protein
ANT_1_00022	gene	2115	fusA			
ANT_1_00022	CDS	2115	fusA		COG0480	Elongation factor G
ANT_1_00023	gene	471	rpsG			
ANT_1_00023	CDS	471	rpsG		COG0049	30S ribosomal protein S7
ANT_1_00024	gene	375	rpsL			
ANT_1_00024	CDS	375	rpsL		COG0048	30S ribosomal protein S12
ANT_1_00025	gene	288	tusB			
ANT_1_00025	CDS	288	tusB		COG2168	Protein TusB
ANT_1_00026	gene	360	tusC			
ANT_1_00026	CDS	360	tusC		COG2923	Protein TusC
ANT_1_00027	gene	387	tusD			
ANT_1_00027	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
ANT_1_00028	gene	723	dauR_1			
ANT_1_00028	CDS	723	dauR_1		COG2964	Transcriptional regulator DauR
ANT_1_00029	gene	831	fkpA			
ANT_1_00029	CDS	831	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
ANT_1_00030	gene	219	slyX			
ANT_1_00030	CDS	219	slyX		COG2900	Protein SlyX 
ANT_1_00031	gene	561	slyD			
ANT_1_00031	CDS	561	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
ANT_1_00032	gene	195				
ANT_1_00032	CDS	195				hypothetical protein
ANT_1_00033	gene	1806	kefC			
ANT_1_00033	CDS	1806	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
ANT_1_00034	gene	552	ywrO			
ANT_1_00034	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
ANT_1_00035	gene	1902	yheS_1			
ANT_1_00035	CDS	1902	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
ANT_1_00036	gene	1488				
ANT_1_00036	CDS	1488				hypothetical protein
ANT_1_00037	gene	876	prs_1			
ANT_1_00037	CDS	876	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
ANT_1_00038	gene	726				
ANT_1_00038	CDS	726				hypothetical protein
ANT_1_00039	gene	840	tauD			
ANT_1_00039	CDS	840	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
ANT_1_00040	gene	828	ssuC_1			
ANT_1_00040	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
ANT_1_00041	gene	768	tauB			
ANT_1_00041	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
ANT_1_00042	gene	978	tauA			
ANT_1_00042	CDS	978	tauA		COG4521	Taurine-binding periplasmic protein
ANT_1_00043	gene	603	eamB			
ANT_1_00043	CDS	603	eamB		COG1280	Cysteine/O-acetylserine efflux protein
ANT_1_00044	gene	1020				
ANT_1_00044	CDS	1020				hypothetical protein
ANT_1_00045	gene	219				
ANT_1_00045	CDS	219				hypothetical protein
ANT_1_00046	gene	870	cfxP			
ANT_1_00046	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
ANT_1_00047	gene	408	yhfA			
ANT_1_00047	CDS	408	yhfA		COG1765	Protein YhfA
ANT_1_00048	gene	633	crp			
ANT_1_00048	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
ANT_1_00049	gene	2079				
ANT_1_00049	CDS	2079				hypothetical protein
ANT_1_00050	gene	1218	argD			
ANT_1_00050	CDS	1218	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
ANT_1_00051	gene	579	trpG_1			
ANT_1_00051	CDS	579	trpG_1	4.1.3.27	COG0512	Anthranilate synthase component 2
ANT_1_00052	gene	573	ppiA			
ANT_1_00052	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
ANT_1_00053	gene	1185	tsgA			
ANT_1_00053	CDS	1185	tsgA		COG0477	Protein TsgA
ANT_1_00054	gene	1278	codA			
ANT_1_00054	CDS	1278	codA	3.5.4.1	COG0402	Cytosine deaminase
ANT_1_00055	gene	1005	trpS			
ANT_1_00055	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
ANT_1_00056	gene	678	gph			
ANT_1_00056	CDS	678	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
ANT_1_00057	gene	687	rpe			
ANT_1_00057	CDS	687	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
ANT_1_00058	gene	846	dam			
ANT_1_00058	CDS	846	dam	2.1.1.72	COG0338	DNA adenine methylase
ANT_1_00059	gene	993	damX			
ANT_1_00059	CDS	993	damX		COG3266	Cell division protein DamX
ANT_1_00060	gene	1089	aroB			
ANT_1_00060	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
